bussiness_id,stars,text,date,uid
185188,1.0,arriv place order anoth coupl bside us least 10 minut ahead somehow coupl receiv pho mine,2012-07-16 00:37:14,13
185188,1.0,almost done eat pho mine came,2012-07-16 00:37:14,13
10013,5.0,cant realli find anyth wrong place pasta pizza amaz high qualiti price reason owner staff friendli your downtown check place lot peopl think downtown lot option around that not alway case also lot poor qualiti food downtown well,2017-04-07 21:27:49,14
14110,4.0,great lunch today,2015-01-03 22:47:34,15
14110,4.0,staff help assist select knowledg ingredi,2015-01-03 22:47:34,15
14110,4.0,enjoy bbq chicken tika masala sauc realli good naan bread,2015-01-03 22:47:34,15
14110,4.0,biryani chicken also yummi,2015-01-03 22:47:34,15
14110,4.0,fun see food prepar tandoori oven,2015-01-03 22:47:34,15
14110,4.0,great addit fast casual scene cleveland,2015-01-03 22:47:34,15
33304,5.0,weve huge slim fan sinc open one texa two year ago use live,2017-05-26 01:23:19,16
33304,5.0,place never disappoint,2017-05-26 01:23:19,16
33304,5.0,even great salad grill chicken,2017-05-26 01:23:19,16
33304,5.0,plu fresh brew sweet tea best,2017-05-26 01:23:19,16
97870,3.0,good select class beer main,2014-06-27 21:19:23,17
97870,3.0,ive twice,2014-06-27 21:19:23,17
97870,3.0,first time fri chicken,2014-06-27 21:19:23,17
97870,3.0,delici warn extrem salti,2014-06-27 21:19:23,17
97870,3.0,couldnt even finish last piec chicken experienc salt overload,2014-06-27 21:19:23,17
97870,3.0,second time came wednesday,2014-06-27 21:19:23,17
97870,3.0,didnt know bbq night complet differ menu dont offer anyth origin vegetarianfriendli menu,2014-06-27 21:19:23,17
97870,3.0,menu one vegetarianfriendli option eggplant sandwich,2014-06-27 21:19:23,17
97870,3.0,vegetarian parti said aw,2014-06-27 21:19:23,17
97870,3.0,also bbq night choos 2 side,2014-06-27 21:19:23,17
97870,3.0,except side except 2 fri potato salad,2014-06-27 21:19:23,17
97870,3.0,cant say thrill carb heavi side carb heavi main,2014-06-27 21:19:23,17
97870,3.0,run side earli even,2014-06-27 21:19:23,17
97870,3.0,servic not great,2014-06-27 21:19:23,17
97870,3.0,id avoid come wednesday,2014-06-27 21:19:23,17
33094,4.0,food alway good price reason,2016-01-17 05:26:22,18
33094,4.0,although not exactli restaur like snack bar limit menu walk counter place order wait minut prepar order pay cashier search tabl,2016-01-17 05:26:22,18
33094,4.0,kind like sandwich shop,2016-01-17 05:26:22,18
33094,4.0,still much better choic valu hotel deli strip,2016-01-17 05:26:22,18
64416,5.0,pick meat planet chef make mexican style dish amaz flavor,2016-07-25 03:57:19,19
64416,5.0,wow fish lamb taco die,2016-07-25 03:57:19,19
64416,5.0,drink great well,2016-07-25 03:57:19,19
